'CNPJ';'Outlet';'Cidade';'2017/09';'2017/10';'2017/11';'Total Geral'
26000000000000;'FARMACIA PRECO BAIXO';'CARIACICA';;1;;1
26000000000000;'DROGARIA POPULAR';'VALPARAISO DE GOIAS';;2;;2
26000000000000;'DROGARIA ULTRA POPULAR';'CANOINHAS';;1;;1
26000000000000;'REDE CENTRAL DROGARIA';'ITAJOBI';1;1;;1
26000000000000;'DROG IRMAOS DUARTE';'BELO HORIZONTE';5;;;5
26000000000000;'JAQUELINE APARECIDA HIDALGO DOS SANTOS';'MOGI DAS CRUZES';1;;;1
26000000000000;'DROGASUR';'CALDAS NOVAS';1;;;1
26100000000000;'LIRA FARMA';'RIO LARGO';1;;;1
26100000000000;'DROGARIA CASIMIRO';'CASIMIRO DE ABREU';6;1;;7
26100000000000;'DROGARIA POPULAR';'SANTOS DUMONT';;2;;2
26100000000000;'A.P.F FARMACIA';'GOVERNADOR MANGABEIRA';0;1;;1
26100000000000;'PHARMAVIDA';'CONCEICAO DO JACUIPE';1;0;;1
26100000000000;'DROGARIA OPCAO FARMA - MONTEIRO LOBATO';'GUARULHOS';;1;;1
26100000000000;'ELIZEU ALCANTARA DE LIMA';'MARILIA';;3;;3
26100000000000;'DROGARIAS SUPER PHARMA';'RIO DE JANEIRO';1;;;1
26100000000000;'DROGARIAS SUPER PHARMA';'RIO DE JANEIRO';1;1;;2
26100000000000;'DROGARIA & DRUGSTORE BICUDO';'CAMPINAS';;1;;1
26100000000000;'FARMACLIN';'CARIACICA';;1;1;2
26100000000000;'DROGARIA VIVA MAIS';'SAO GONCALO';1;1;;2
26100000000000;'VIVA MAIS FARMA';'RECIFE';;1;;1
26100000000000;'FARMACIA PRECO JUSTO';'CEU AZUL';1;;;1
26100000000000;'DROGARIA N. SRA APARECIDA';'SAO ROQUE DE MINAS';3;6;;9
26100000000000;'AGUAS VIRTUOSAS';'LAMBARI';;1;;1
26100000000000;'DROGARIA MINI PRECO';'SAO GONCALO';2;1;;3
26100000000000;'DROGARIA BRASIL DE VOTUPORANGA';'VOTUPORANGA';1;2;;3
26100000000000;'FARMAESTRA BEST CENTER';'CAMPINAS';1;2;;3
26100000000000;'DROGARIA BONSUCESSO DE TERESOPOLIS';'TERESOPOLIS';;1;;1
26100000000000;'FARMACIA CUIDAFARMA';'VALINHOS';;2;;2
26100000000000;'DROGARIA OCEAN FARMA DE SAO FRANCISCO';'NITEROI';7;2;4;13
26100000000000;'CARLOS ANDRE SOARES DOS SANTOS';'GUARULHOS';1;;;1
26100000000000;'DROGARIA LIVRE';'CAMPOS DOS GOYTACAZES';;1;;1
26100000000000;'VIVA MAIS';'SAO GONCALO';1;;;1
26100000000000;'DROG BETEL DO PILAR';'DUQUE DE CAXIAS';2;;;2
26100000000000;'DROGARIA MUNDIAL';'MONTES CLAROS';;1;;1
26100000000000;'DROGARIAS BRASILEIRAS';'PETROPOLIS';5;2;;7
26100000000000;'DROGARIAS ULTRA POPULAR';'ANAPOLIS';5;2;;7
26100000000000;'DROGARIA FEITOSA';'IGUATU';3;;1;4
26200000000000;'FARMACIA PRECO POPULAR';'MATO VERDE';;2;;2
26200000000000;'DROGARIA BETEL DE XEREM';'DUQUE DE CAXIAS';2;;;2
26200000000000;'COMPRE CERTO';'GOIANIA';;;2;2
26200000000000;'FARMACIA VIEMAR JUQUEHY';'SAO SEBASTIAO';1;;;1
26200000000000;'DROGARIA FORTALEZA';'NATAL';1;2;;3
26200000000000;'ROVATTI & CIA DROGARIA';'BAURU';;2;;2
26200000000000;'ULTRA POPULAR';'NOBRES';7;1;;8
26200000000000;'IVETE SUEKO ARAKI';'MARILIA';;1;;1
26200000000000;'TOTAL FARMA II';'BOCAINA';5;;;5
26200000000000;'IRMAOS COSTA LOPES LTDA';'MANHUACU';;1;;1
26200000000000;'FARMACIA MENOR PRECO DJALMA';'MUTUM';1;2;;3
26200000000000;'PEDRO HENRIQUE PACIFICO VASQUES';'GOIANIA';;1;;1
26200000000000;'DEYVISSON CLEBER RIBEIRO - FARMACIA';'FAXINAL';;1;;1
26200000000000;'DROGARIA BAESSO';'SANTANA DE CATAGUASES';0;;;0
26200000000000;'FCIA SCHETTINI';'LEOPOLDINA';3;3;;6
26200000000000;'DROGARIA OCEAN FARMA DO CAMPINHO';'RIO DE JANEIRO';;5;;5
26200000000000;'PRECO POPULAR MED FARMA';'CONCEICAO DA BARRA';1;;;1
26200000000000;'DROGARIA HIPERFARMA';'BRASILIA';3;2;;5
26200000000000;'DROGARIA SAUDE MIX';'RIO DE JANEIRO';;1;;1
26200000000000;'DROGA MINAS';'RIO DE JANEIRO';2;3;;4
26200000000000;'DROGARIA TOTAL UNIDADE ITOBI';'ITOBI';1;2;;3
26200000000000;'CASA DO FARMACEUTICO';'RIO DE JANEIRO';7;;;7
26200000000000;'FARMACIA DA FAMILIA';'XANXERE';3;;;3
26200000000000;'DROGARIA ULTRA POPULAR';'BARRETOS';7;17;;24
26200000000000;'MAIS VIDA';'SITIO DO MATO';;1;;1
26200000000000;'FARMACIA MENDONCA';'MACAMBIRA';;1;;1
26200000000000;'SILVA E ROSSETTO COMERCIO DE MEDICAMENTOS';'PONTA GROSSA';1;;;1
26200000000000;'FCIA DELMONICO';'UMUARAMA';;3;1;4
26200000000000;'MICKY DROGARIA';'ARAUCARIA';1;1;;2
26200000000000;'DROGARIA IMBARE';'RIO DE JANEIRO';1;;;1
26200000000000;'MULTIDROGAS MIRASSOL';'MIRASSOL';;2;;2
26200000000000;'DROG EXATA';'RIO DE JANEIRO';1;1;;1
26200000000000;'FARMACIA DO POVO VI';'IBOTIRAMA';1;2;;3
26200000000000;'DROGARIA TOTAL PIRANGI';'PIRANGI';14;7;;20
26200000000000;'DROGARIA MARUMBI LTDA';'JUIZ DE FORA';;2;;2
26200000000000;'DROGARIA SANTA LUZIA';'RUBIATABA';2;;;2
26200000000000;'DROG  ANDRADE FARMA';'COLATINA';4;635;;639
26200000000000;'DROGARIA ANDRADE FARMA';'LINHARES';2;2;;4
26200000000000;'ARRAIAL FARMA';'ARRAIAL DAJUDA (PORTO SEGURO)';;1;;1
26200000000000;'FH FARMA';'SANTO ANTONIO DE JESUS';1;;;1
26200000000000;'INOVE FARMA';'ARMACAO DOS BUZIOS';1;;;1
26200000000000;'DROGARIA CAMPEA POPULAR';'SAO PAULO';2;2;;4
26200000000000;'DROGARIA CAMPEA POPULAR';'SAO PAULO';;2;;2
26200000000000;'DROGARIA CAMPEA POPULAR';'SAO PAULO';5;1;;5
26200000000000;'SOUMAISFARMA JUNDIAI';'JUNDIAI';10;6;;15
26200000000000;'SOU MAIS FARMA COMERCIAL LTDA';'SAO PAULO';8;12;;20
26200000000000;'SOU MAIS FARMA COMERCIAL OSASCO III';'OSASCO';;7;;7
26200000000000;'DROGACENTRO';'DUQUE DE CAXIAS';1;2;;2
26200000000000;'FARMACIA BOM PRECO';'AMARGOSA';;1;1;1
26200000000000;'FARDIN & BENINCA';'GOVERNADOR LINDENBERG';1;;;1
26300000000000;'FCIA MANIP PHARMATIVA';'CONSELHEIRO LAFAIETE';1;2;;3
26300000000000;'DROG CARIOCA DO CACHAMBI';'RIO DE JANEIRO';2;2;;4
26300000000000;'DROGARIA MELHOR OPCAO';'RIO DE JANEIRO';1;;;1
26300000000000;'DROGARIAS CARIOCA';'RIO DE JANEIRO';;1;;1
26300000000000;'DROGARIA SAO LUCAS';'UBERLANDIA';;1;;1
26300000000000;'CLINIFARMA';'BRASILIA';;1;;1
26300000000000;'J CARVALHO DROGARIA';'UBERLANDIA';;1;2;3
26300000000000;'DROGARIA CAMPO LINDO';'SEROPEDICA';;2;;2
26300000000000;'DROGARIA POPULAR DE MINAS';'GOVERNADOR VALADARES';;1;;1
26300000000000;'DROGARIAS MAX';'RIO DE JANEIRO';3;;;3
26300000000000;'DROGARIAS MAX';'RIO DE JANEIRO';;1;;1
26300000000000;'DROG FARMA VIDA';'FLORESTA AZUL';;1;;1
26300000000000;'DROGAMAX';'MARILIA';3;;;3
26300000000000;'ATIVO FARMA';'RIO DE JANEIRO';;1;;1
26300000000000;'DROGAVAZ';'GOIANIA';;4;;4
26300000000000;'FARMACIA SAO SEBASTIAO';'LIMEIRA';1;;;1
26300000000000;'FCIA UNIMED DE GUAXUPE';'GUAXUPE';40;14;;54
26300000000000;'FARMACIAS ASSOCIADAS';'SAO LUIZ GONZAGA';1;1;;1
26300000000000;'DROG LAGOENSE';'LAGOA DOURADA';1;;1;1
26300000000000;'DROGARIAS POUP AQUI BRASIL';'SAO JOSE DO RIO PRETO';;2;;2
26300000000000;'LIGA FARMA MEDICINALE E DRUGTORES';'BARBACENA';2;;;2
26300000000000;'DROG SAO PAULO';'ANDRADAS';5;6;;11
26300000000000;'ADAUTO REZENDE  VAZ';'CONCEICAO DA APARECIDA';3;1;;4
26300000000000;'MINHA SAUDE DROGARIA E PERFUMARIA';'RIO DE JANEIRO';2;;;2
26300000000000;'FARMA A+';'BARUERI';;0;;0
26300000000000;'DROGARIA SAO LUIZ';'CACERES';;1;;1
26300000000000;'DROGARIA COMPRE BEM';'ALFENAS';1;1;;2
26300000000000;'FCIA TRIANGULO';'MONTE CARMELO';1;2;;3
26300000000000;'FARMACIA POPULAR J E K';'CURITIBA';1;1;;2
26300000000000;'DROGARIA BOM DESCONTO';'RIO DE JANEIRO';1;;;1
26300000000000;'DROGARIA CRISTAL';'RIO DE JANEIRO';2;3;;5
26300000000000;'ANTONIO QUEIROZ PAIXAO FI';'PRATA';1;1;;1
26300000000000;'ULTRA POPULAR';'BOM DESPACHO';1;1;;2
26300000000000;'DROGARIA CORDEIROPOLIS';'CORDEIROPOLIS';2;1;;3
26300000000000;'DROGAPOP';'BRASILIA';2;4;;6
26400000000000;'DROGARIA ADONAI';'BELO HORIZONTE';;1;;1
26400000000000;'FARMACIA KALLY LTDA';'BARRA LONGA';;7;;7
26400000000000;'FARMAVIDA';'ARATIBA';;0;;0
26400000000000;'FCIA DOM BOSCO';'ITANHOMI';3;4;;7
26400000000000;'BIA FARMA';'ARAGUACU';;1;;1
26400000000000;'DROGARIA DROGAFACIL';'UNAI';1;2;;3
26400000000000;'POUPA MAIS FARMA';'SAO PAULO';;1;;1
26400000000000;'FCIA NATURA';'CURVELO';1;4;;5
26400000000000;'FARMANDRE';'SAO PAULO';3;5;;8
26400000000000;'DROGARIA RG';'BRASILIA';2;20;;21
26400000000000;'FARMACIA OLIVEIRA';'SAO DOMINGOS';1;1;;2
26400000000000;'BIFARMA';'SAO PAULO';2;2;;4
26400000000000;'FARMACIA ULTRA POPULAR';'ITABERAI';;2;;2
26400000000000;'FARMACIA PAULA E PADUA LT';'UBERLANDIA';1;;;1
26400000000000;'DROG REAL DE MAUA';'MAGE';1;;;1
26400000000000;'FCIA SANTO ANTONIO';'CORUMBA';5;2;;7
26400000000000;'JOSE LUIS CHAIM';'BARIRI';3;1;;3
26400000000000;'DROG SAFIRA LTDA ME';'SAO GONCALO';;1;;1
26400000000000;'DROGARIA E PERFUMARIA NOVA VIDA';'PIRAPORA DO BOM JESUS';;0;;0
26400000000000;'DROGA MAIS DE MARIPA';'MARIPA DE MINAS';;2;;2
26400000000000;'FARMACIA SAO JOSE';'BEZERROS';;1;;1
26400000000000;'MENFE FARMACIA E DROGARIA';'RIO CLARO';1;;;1
26400000000000;'FARMACIA CERTA';'MARILIA';2;1;;3
26400000000000;'DROGARIA SANTA CATARINA';'QUATA';1;;;1
26400000000000;'SILVANA FARMA';'CARIACICA';3;2;;5
26400000000000;'DROGARIA POUPE MAIS';'AGUA BOA';;1;;1
26400000000000;'DROGARIA JAIME VIEIRA';'SAO GONCALO';;1;;1
26400000000000;'DROGARIA SOROMED DE IPERO';'IPERO';;1;;1
26500000000000;'DROGARIA SAO MATHEUS';'ITAPERUNA';1;;;1
26500000000000;'ULTRA POP ARARAQUARA LTDA';'ARARAQUARA';;2;;2
26500000000000;'JULIO CESAR DOS SANTOS ROSLINDO';'BARUERI';1;1;;1
26500000000000;'FARMACIA PRECO BAIXO';'VITORIA';1;;;1
26500000000000;'DROGARIA CENTRAL';'CANTAGALO';1;2;;2
26500000000000;'FARMA POPULAR';'CLAUDIA';1;;;1
26500000000000;'DROG MEDFARMA';'COLINAS';;1;;1
26500000000000;'POPULAR MEGA FARMA';'CASSILANDIA';1;;;1
26500000000000;'DROGAPOP';'GOIANIA';1;1;;2
26500000000000;'CASSIA NAMI KODONO';'MOGI DAS CRUZES';1;1;;2
26500000000000;'DROGARIA LE GUSTA';'RIO DE JANEIRO';1;1;;2
26500000000000;'DROGARIA LE GUSTA';'RIO DE JANEIRO';;1;;1
26500000000000;'NOVAFARMA DROG';'RIO DE JANEIRO';2;;;2
26500000000000;'DROGARIA RAPHAEL';'BRASILIA';;1;;1
26500000000000;'FARMACIA BAIXO PRECO';'SAO GONCALO';1;;;1
26500000000000;'FARMACIA SENHORA SANTANA';'CRISOPOLIS';2;2;;4
26500000000000;'GABRIEL C. SEREIA DROGARIA';'ITU';;3;;3
26500000000000;'NACIF CARNEIRO MALUF';'ITAPAGIPE';3;1;;4
26500000000000;'DROGAMED UNIVERSITAR';'ANAPOLIS';;2;;2
26500000000000;'DROGARIA RAINHA';'REGINOPOLIS';;1;;1
26500000000000;'DROGARIA FEITOSA';'FORTALEZA';1;3;1;5
26500000000000;'DROGARIA FEITOSA';'FORTALEZA';1;;;1
26500000000000;'CENTRAL FORTE FARMA';'BRASILIA';4;;;4
26500000000000;'FORTE FARMA';'CARAMBEI';;1;;1
26500000000000;'DROGARIA FEITOSA';'FORTALEZA';1;1;;2
26500000000000;'DROGARIA MOXUARA';'SERRA';;1;;1
26600000000000;'VIVA BEM DROGARIA';'COTIA';1;;;1
26600000000000;'FARMACIA SANTO ANTONIO';'NEOPOLIS';1;;;1
26600000000000;'DROGARIA MEGA POPULAR';'CACHOEIRA ALTA';1;1;;2
26600000000000;'FARMACIA POPULAR CASTRO';'SAO GONCALO';1;1;;2
26600000000000;'REDE INOVA';'LINHARES';;1;;1
26600000000000;'DROGARIA HENRIQUE';'RESENDE COSTA';;1;;1
26600000000000;'DROGARIA CARNEIRO';'MAUA';1;;;1
26600000000000;'DROGARIA PADROEIRA';'MONTE ALEGRE DO PIAUI';1;;;1
26600000000000;'FARMACIA DO TRABALHADOR DE POCOS DE CALDAS';'POCOS DE CALDAS';1;1;;2
26600000000000;'PL FARMA';'OLIVEIRA DOS BREJINHOS';;1;;1
26600000000000;'NOVA GAVEA DROGARIA';'RIO DE JANEIRO';;1;;1
26600000000000;'MARIANA B. LAZARI';'BIRIGUI';;1;;1
26600000000000;'FARMACLIN';'VARZEA GRANDE';2;2;1;5
26600000000000;'DROGA BARBARA';'GOIANIA';2;5;;7
26600000000000;'FARMACIA FAVORITA';'NITEROI';;5;;5
26600000000000;'CAMELIPE FARM LTDA';'NITEROI';8;;;8
26600000000000;'DROGARIA BARRA';'BRASILIA';;1;;1
26600000000000;'DROGARIAS MAX';'CABO FRIO';1;;;1
26600000000000;'DROGARIAS MAX';'CABO FRIO';;2;;2
26600000000000;'FARMACIA DO CAROA';'FEIRA DE SANTANA';1;2;;3
26600000000000;'FARMACIA CAROA';'FEIRA DE SANTANA';;1;;1
26600000000000;'NOVA BAURU FARMA';'BAURU';5;4;1;9
26600000000000;'ALVES & SCARPELINE';'SAO JOAQUIM DA BARRA';6;6;;12
26600000000000;'DROGARIA RIBEIRO';'UBERABA';1;;;1
26600000000000;'PHARMACOS';'SAO BERNARDO DO CAMPO';1;2;;3
26600000000000;'FARMA SAO CLAUDIO';'RIO DE JANEIRO';;1;;1
26600000000000;'DROG NACIONAL';'RIBEIRAO CASCALHEIRA';1;;;1
26600000000000;'A G 2 L COMERCIO';'TRAVESSAO (CAMPOS DOS GOYTACAZES)';5;10;1;16
26600000000000;'A G 2 L COMERCIO';'TRAVESSAO (CAMPOS DOS GOYTACAZES)';3;10;;13
26600000000000;'DROGACERTA';'GOIANESIA';;2;1;3
26600000000000;'FARMACIA PRECO BAIXO';'ARACAJU';1;5;;6
26600000000000;'DF DROGARIA E PERFUMARIA EIRELI ME';'BRASILIA';2;4;;6
26600000000000;'DUNAS PHARMA';'NATAL';;1;;1
26600000000000;'FARMA FORTE';'NOVA VENECIA';;1;;1
26600000000000;'DROG DOM BOSCO';'BOM JESUS';;3;;3
26600000000000;'LINKMED FARMACEUTICA';'PIRAPORA';9;41;;50
26600000000000;'DROGA 5';'CAMPINAS';;;1;1
26600000000000;'DROGARIAS CRISTAL';'SAO GONCALO';9;5;;14
26600000000000;'FARMACIA NORDESTE';'FEIRA DE SANTANA';1;2;;3
26600000000000;'DROGARIA DO BRASIL';'CACULE';;1;;1
26600000000000;'FARMACIA SOARES';'SURUBIM';;0;;0
26600000000000;'PB FARMA LTDA ME';'ANANINDEUA';10;6;;16
26600000000000;'DROGARIA E PERFUMARIA BICALHO';'BRASILIA';;10;;10
26600000000000;'BARRETO PRODUTOS FARMACEUTICOS';'ARACAJU';1;;;1
26700000000000;'DROGARIA DROGA CENTRO';'GOIAS';;1;;1
26700000000000;'FARMACIA MENOR PRECO';'SAO LUIS';;1;;1
26700000000000;'DROGAMARYS';'GOIANIA';2;1;;3
26700000000000;'J A BOLOTARIO FCIA';'ROLANDIA';2;;;2
26700000000000;'DROGARIA LUAN';'GOIANIA';1;1;;2
26700000000000;'STARMED';'PORTO ALEGRE';2;;;2
26700000000000;'FARMACIA CENTRAL';'NOVO ORIENTE DE MINAS';1;;;1
26700000000000;'DROGARIA MANUELA';'BRASILIA';2;;;2
26700000000000;'FARMACIA FARMA +';'SORRISO';3;;;3
26700000000000;'FARMA MEDICINALI';'SOROCABA';;5;;5
26700000000000;'FARMACIA CENTRAL';'UAUA';1;;;1
26700000000000;'G FARMA';'ARRAIAL DO CABO';1;;;1
26700000000000;'K VIEIRA DA SILVA ME';'MOMBACA';3;4;1;8
26700000000000;'FARM DO RONALDO';'BARRA MANSA';;1;;1
26700000000000;'FARM. DO TRAB. DE POUSO ALEGRE REDE';'POUSO ALEGRE';1;3;;4
26700000000000;'DROGARIA COLOMBO';'APARECIDA DE GOIANIA';2;;;2
26700000000000;'DROGARIA E DISTRIBUIDORA SAO PEDRO';'FORMOSA';2;10;;12
26700000000000;'DROGARIA SAO PEDRO CALIFORNIA';'FORMOSA';2;1;;2
26700000000000;'RIC FARMA';'RIO DE JANEIRO';1;;;1
26700000000000;'MARECHAL FARMA LTDA ME';'MARECHAL FLORIANO';1;;;1
26700000000000;'DROGARIA CAMPEA POPULAR';'SAO BERNARDO DO CAMPO';2;1;;3
26700000000000;'DROGARIA CAMPEA POPULAR';'SAO BERNARDO DO CAMPO';;1;;1
26700000000000;'DROGARIA CAMPEA POPULAR';'SAO PAULO';1;4;;5
26700000000000;'DROGARIA CAMPEA POPULAR';'SAO PAULO';3;;;3
26700000000000;'FARMA SANTE';'BERTIOGA';;1;;1
26700000000000;'FARMACIA SANTO ANTONIO';'RUY BARBOSA';1;1;;1
26700000000000;'DROGARIA FERRETTI LTDA.';'FORMOSA';2;;;2
26700000000000;'BRASIL FARMA';'PEDRA BRANCA';1;;;1
26700000000000;'MEDFACIL';'APARECIDA DE GOIANIA';4;6;5;15
26700000000000;'COM HALES DE PROD. FARM.';'PIRACANJUBA';1;5;;6
26700000000000;'MEDICAMENTOS PIRES LTDA.';'SILVANIA';1;3;;4
26700000000000;'FARMACENTER';'SAO PEDRO DA ALDEIA';;1;;1
26700000000000;'DROG ARUANA';'GOIANIA';3;1;;4
26700000000000;'FARMACRUZ DROGARIA';'CASIMIRO DE ABREU';2;;;2
26700000000000;'FARMACIA PAGUE BEM';'GANDU';2;;;2
26700000000000;'DROGARIA TOTAL - UNIDADE SAO ROQUE';'SAO JOSE DO RIO PARDO';;1;;1
26700000000000;'FCIA DO POVO';'ANAPOLIS';3;1;1;5
26700000000000;'DROGALLE';'GOIANIA';;1;;1
26700000000000;'DROGARIA SILVEIRA';'PASSOS';4;;;4
26700000000000;'FARMALIMA';'PONTE NOVA';;4;;4
26700000000000;'F & K MEDICAMENTOS LTDA';'BELA VISTA DE GOIAS';2;2;;4
26700000000000;'DROGARIA ANGICANA';'ANGICOS';3;;;3
26700000000000;'FARMACIA + SAUDE';'MUNDO NOVO';1;1;;2
26700000000000;'FARMACIA DO RENA';'TAPIRA';4;2;;6
26800000000000;'DROGALIFE';'NOVA ERA';1;;;1
26800000000000;'BEACHFARMA DE MARICA';'MARICA';;1;1;1
26800000000000;'DROGARIA IMEDIATA';'RIO DE JANEIRO';1;1;;2
26800000000000;'DROGARIA CENTRAL';'GOIANIA';;1;;1
26800000000000;'FARMACIA TIRADENTES LTDA';'CONTAGEM';;2;;2
26800000000000;'DROGARIA STAR MAIS';'RIO DAS OSTRAS';;1;;1
26800000000000;'V. ALVES SOUZA - ME';'ARAPUTANGA';1;1;;2
26800000000000;'DROGA POP';'TRINDADE';1;;;1
26800000000000;'FARMACIA FONTE CRISTALINAS';'IBIACA';2;;;2
26800000000000;'DROGARIA NEVES';'SAO LUIS DE MONTES BELOS';4;1;;5
26800000000000;'DROGARIA MAIS SAUDE';'SAO LUIS';;2;;2
26800000000000;'DROGARIA POPULAR BJP';'BOM JESUS DOS PERDOES';4;6;;9
26800000000000;'FARMACIA PRECO BAIXO';'GOIANIA';4;2;;6
26800000000000;'DROGAPOP';'NEROPOLIS';;4;;4
26800000000000;'DROG UNIVERSO';'MATUPA';2;2;;4
26800000000000;'DESCONTAO DOS REMEDIOS';'CABO FRIO';1;2;;2
26800000000000;'FARMACIA SANTO ANTONIO';'ACARAPE';1;1;;2
26800000000000;'FARMA CEU PERFUMARIA LTDA - ME';'JOAO MONLEVADE';1;2;;3
26800000000000;'VALDEMAR SOARES N NETO ME';'PANELAS';4;1;;5
26800000000000;'DROGARIA SANTO REMEDIO';'IACRI';;2;;2
26800000000000;'FARMAVIDA';'CALDEIRAO GRANDE';1;;;1
26800000000000;'VIVA MAIS PRODUTOS FARMACEUTICOS';'GOIANIA';1;2;;3
26800000000000;'POP FARMA';'ABREU E LIMA';1;;;1
26800000000000;'DROGARIA BOM JESUS';'IPORA';;2;;2
26800000000000;'ULTRA POPULAR';'JANUARIA';;1;;1
26800000000000;'STA CATARINA MIRANTE';'MIRANTE DO PARANAPANEMA';3;5;;8
26800000000000;'LUTHI DROG';'SAO PAULO';1;;;1
26800000000000;'DROGARIA MUNHOZ LTDA';'PARANAIBA';4;;;4
26800000000000;'DROGARIA ITALO ADAMI EIRELI';'ITAQUAQUECETUBA';2;;;2
26800000000000;'HOMEDICAL ASSISTENCIA DOMICILIAR';'CURITIBA';7;5;;11
26800000000000;'M I BARBOSA DE SOUZA ME';'RECIFE';1;;;1
26800000000000;'DROGARIA MED FARMA 2';'CHAVANTES';7;4;;11
26900000000000;'DROG REALEZA';'DEODAPOLIS';1;;;1
26900000000000;'DROG COSTA E MACHADO';'IGUABA GRANDE';1;;;1
26900000000000;'FCIA DOURAFARMA';'DOURADOS';1;;;1
26900000000000;'FARMANOSSA';'ACAJUTIBA';;1;;1
26900000000000;'DROG SHEKINAH';'NILOPOLIS';;;1;1
26900000000000;'FARMACIA GOIANENSE';'GOIANA';1;;;1
26900000000000;'DROG N S DE FATIMA';'PARELHAS';1;;;1
26900000000000;'NOVA DROGARIA DE VISTA ALEGRE LTDA';'RIO DE JANEIRO';1;;;1
26900000000000;'RED FARMA';'ITABIRA';4;;;4
26900000000000;'FCIA DROGACENTRO';'ARAGUAINA';2;;;2
26900000000000;'DROG ARAGUAIA';'COLINAS DO TOCANTINS';2;3;;5
26900000000000;'DROG ESSENCIAL DE ARAXA';'ARAXA';1;;;1
26900000000000;'DROG PIRAPETINGA';'PIRAPETINGA';;1;;1
26900000000000;'DROGARIA BOM JESUS';'ITABERAI';2;;;2
26900000000000;'JOSE JUNIOR DAVID DE SOUZ';'APARECIDA DE GOIANIA';;1;;1
26900000000000;'DROGAMED';'ARACATUBA';;1;;1
26900000000000;'ENI MARTA DE OLIVEIRA';'RUBIATABA';1;1;;2
26900000000000;'DAMELIO FARMA';'SAO PAULO';;1;;1
26900000000000;'DROGARIA PEQUENO CORACAO EIRELI  ME';'ITAQUAQUECETUBA';1;1;;2
26900000000000;'DROGARIAS ULTRAPOPULAR';'UNAI';3;;;3
26900000000000;'DROGARIA PADRE CICERO';'FORMOSA';;1;;1
26900000000000;'OTIMA FARMA';'CONTAGEM';1;;;1
26900000000000;'DROGARIA FERNANDO';'JACAREZINHO';1;2;;3
26900000000000;'LOURIVAN BARBOSA DA SILVA';'NIQUELANDIA';1;2;1;4
26900000000000;'DROG DROGA CATYA';'QUIRINOPOLIS';2;1;;3
26900000000000;'DROGARIA SUPER ECONOMICA';'JEQUIE';;1;;1
26900000000000;'DROGARIA BARBOSA DE ITU';'ITU';1;;;1
26900000000000;'FARMA SOL';'MIRANTE DO PARANAPANEMA';1;1;;2
26900000000000;'DROGARIAS QUALIDADE DE VIDA';'RIO DE JANEIRO';1;;;1
26900000000000;'FARMACIA VIRGINELLI';'SUMARE';1;;;1
26900000000000;'DROGARIA SAO JOSE';'GENERAL CARNEIRO';;1;;1
26900000000000;'FARMACIA CARBONI';'CAMBORIU';1;;1;2
26900000000000;'REDE ECONOMIA';'NILOPOLIS';;2;;2
26900000000000;'SILVA SILVA DROG';'PRESIDENTE JANIO QUADROS';1;;;1
27000000000000;'DROG. ULTRA POPULAR';'MARABA';3;3;;6
27000000000000;'FARMACIA VR';'SURUBIM';;1;1;1
27000000000000;'FORTE FARMA';'BRASILIA';1;1;;2
27000000000000;'ISA DABADIA ALMEIDA LEAO';'TAGUATINGA';1;1;;2
27000000000000;'FARMACIA PRECO POPULAR DE PROFESSOR JAMIL';'PROFESSOR JAMIL';1;5;;5
27000000000000;'FARMACIA SANTA ROSA';'TAGUAI';5;;;5
27000000000000;'OPCAO PHARMA';'ITAI';1;3;;3
27000000000000;'FARMACIA DO POVO';'VARGEM GRANDE PAULISTA';2;1;;3
27000000000000;'DROG OFICINA DA SAUDE 2017 LTDA';'NOVA IGUACU';1;;;1
27000000000000;'FARMACIA SAO SEBATIAO';'AFONSO CLAUDIO';2;;;2
27000000000000;'DSG FARMA JERIQUARA';'JERIQUARA';4;;;4
27000000000000;'UAI FARMA';'DOM BOSCO';1;;;1
27000000000000;'DROGARIA TOTAL - UNIDADE SAO FRANCISCO';'ARIRANHA';;1;1;2
27000000000000;'FARMACIA MANANCIAL';'RECIFE';1;;;1
27000000000000;'FARMACIA CIBIEN';'VILA VELHA';;7;;7
27000000000000;'FARMACIA DROGA MEP';'NOVA IGUACU';;1;;1
27000000000000;'DORG ZONA SUL S JOSE DO RIO PRETO';'SAO JOSE DO RIO PRETO';3;6;;9
27000000000000;'FARMACIA CALIL';'CONCEICAO DE MACABU';2;7;;8
27000000000000;'FARMACIA VITORIA';'BELA VISTA';1;;;1
27000000000000;'DROGARIA SANTA IZABEL';'DOMINGOS MARTINS';1;;;1
27000000000000;'FARMACIA PRECO BAIXO';'ANAPOLIS';1;;;1
27000000000000;'DROGARIA POPULAR';'MAMBAI';1;;;1
27000000000000;'FARMABEM';'PARAUAPEBAS';1;;;1
27000000000000;'DROG VITORIA';'TAGUAI';2;3;;5
27000000000000;'DROGARIA PAUL LTDA.';'VILA VELHA';;0;;0
27000000000000;'FARMACIA SAO JOSE';'ALEGRE';7;3;;10
27000000000000;'DROGARIA TAMOIO';'ITABORAI';10;5;;15
27000000000000;'DROGARIA TAMOIO';'ITABORAI';8;8;;16
27000000000000;'DROGAPOP';'GOIANIA';2;5;;7
27000000000000;'FARMA BROTAS';'SALVADOR';1;2;1;4
27000000000000;'DROGA JOTA II';'SAO PAULO';;1;;1
